"codigo_rnt","estado_rnt","razon_social_establecimiento","departamento","cod_dpto","municipio","cod_mun","nit","categoria","sub_categoria","habitaciones","camas","num_emp1","ano"
"3865","ACTIVO","LANCASTER HOUSE CORPHOTELES","BOGOTA","11","BOGOTA D.C.","11001","830084039","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","55","130","50","2019"
"3869","ACTIVO","HOTEL PRINCIPE","VALLE DEL CAUCA","76","TULUA","76834","891901471","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","56","13","2019"
"3872","ACTIVO","IROTAMA XXI - OPERACION HOTELERA","MAGDALENA","47","SANTA MARTA","47001","891700612","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","81","309","22","2019"
"3873","ACTIVO","HOTEL EL PORTAL DE LA CASONA","BOYACA","15","PAIPA","15516","46683560","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","12","34","1","2019"
"3880","ACTIVO","MTG VIAJES Y REPRESENTACIONES.COM LTDA","CUNDINAMARCA","25","CHIA","25175","900163877","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","3","2019"
"3885","ACTIVO","HOTEL GIRASOL","ATLANTICO","8","BARRANQUILLA","8001","72233383","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","38","46","1","2019"
"3894","ACTIVO","HOTELES CASA BLANCA S.A","NORTE DE SANTANDER","54","CUCUTA","54001","890505327","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","120","227","78","2019"
"3908","ACTIVO","CALPES S.A - HOTEL NEIVA PLAZA","HUILA","41","NEIVA","41001","900036523","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","87","155","49","2019"
"3913","ACTIVO","CENTRO RECREACIONAL UN SOL PARA TODOS COMFAMILIAR NARIÃ‘O","NARIÑO","52","CHACHAGUI","52240","891280008","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","77","339","62","2019"
"3917","ACTIVO","HOTEL CANCHALA","NARIÑO","52","PASTO","52001","27063832","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","40","70","10","2019"
"3918","ACTIVO","AGENCIA DE VIAJES HORIZONTES LIMITADA","SANTANDER","68","BUCARAMANGA","68001","890211129","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"3919","ACTIVO","KOKORIKO","ANTIOQUIA","5","RIONEGRO","5615","891401781","ESTABLECIMIENTOS DE GASTRONOMÍA Y SIMILARES","RESTAURANTES","0","0","10","2019"
"3922","ACTIVO","HOTEL DANN MONASTERIO","CAUCA","19","POPAYAN","19001","800180375","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","47","89","31","2019"
"3935","ACTIVO","BESTRAVEL SERVICE LTDA","BOGOTA","11","BOGOTA D.C.","11001","800226324","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","51","2019"
"3945","ACTIVO","HOTEL CIUDAD BONITA","SANTANDER","68","BUCARAMANGA","68001","804015630","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","65","135","16","2019"
"3954","ACTIVO","CENTRO RECREATIVO Y VACACIONAL MESON DEL CUCHICUTE COMFENALCO SANTANDER","SANTANDER","68","PINCHOTE","68549","890201578","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","73","183","18","2019"
"3957","ACTIVO","HOTEL YARI","TOLIMA","73","MELGAR","73449","20041495","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","37","90","9","2019"
"3961","ACTIVO","PUNTO DE VENTAS SERVINCLUIDOS BOGOTA D.C. CONNECTA","BOGOTA","11","BOGOTA D.C.","11001","800230546","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","25","2019"
"3965","ACTIVO","CAMINANTES VIAJES Y TURISMO","BOGOTA","11","BOGOTA D.C.","11001","800163829","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","4","2019"
"3973","ACTIVO","VIAJES CALITOUR","BOGOTA","11","BOGOTA D.C.","11001","860450022","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","22","2019"
"3975","ACTIVO","RICHMOND SUITES","BOGOTA","11","BOGOTA D.C.","11001","830005231","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","24","16","2019"
"3978","ACTIVO","HOTEL COSTA CARIBE 41","ATLANTICO","8","BARRANQUILLA","8001","72132355","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","45","2","2019"
"3981","ACTIVO","HOTEL COLONIAL IN","ATLANTICO","8","BARRANQUILLA","8001","72230753","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","28","36","1","2019"
"3986","ACTIVO","HOTEL SOL CARIBE PROVIDENCIA","SAN ANDRES Y PROVIDENCIA","88","PROVIDENCIA","88564","800156664","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","73","12","2019"
"3991","ACTIVO","TURISMOQUINDIO.COM","QUINDIO","63","ARMENIA","63001","890001768","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","7","2019"
"3993","ACTIVO","TAMACA BEACH RESORT HOTEL","MAGDALENA","47","SANTA MARTA","47001","891701294","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","82","120","50","2019"
"3997","ACTIVO","VIAJES ZEPPELIN","BOGOTA","11","BOGOTA D.C.","11001","860054227","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","36","2019"
"4001","ACTIVO","HOTEL CLUB EL NOGAL","BOGOTA","11","BOGOTA D.C.","11001","800180832","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","32","44","13","2019"
"4002","ACTIVO","VIAJES Y TURISMO MAR CARIBE LTDA.","SUCRE","70","SINCELEJO","70001","823000585","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4007","ACTIVO","RUTAS & DESTINOS LTDA","CAQUETA","18","FLORENCIA","18001","828000728","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4009","ACTIVO","VIAJEROS POR EL MUNDO PALMIRA","VALLE DEL CAUCA","76","PALMIRA","76520","815001761","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","10","2019"
"4010","ACTIVO","MEGA VIAJES Y TURISMO LTDA","CUNDINAMARCA","25","ZIPAQUIRA","25899","832003139","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","2","2019"
"4014","ACTIVO","HOTEL ALMIRANTE CARTAGENA COLOMBIA","BOLIVAR","13","CARTAGENA","13001","900475484","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","258","460","234","2019"
"4015","ACTIVO","HOTEL SEVILLA PLAZA","SANTANDER","68","BUCARAMANGA","68001","63511537","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","62","102","16","2019"
"4016","ACTIVO","HOTEL CASA REAL","CORDOBA","23","MONTERIA","23001","900199666","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","32","51","4","2019"
"4017","ACTIVO","HOTEL MAJAYURA","GUAJIRA","44","RIOHACHA","44001","825000262","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","36","104","9","2019"
"4019","ACTIVO","HOTEL SAN AGUSTIN DEL PASAJE","NARIÑO","52","PASTO","52001","30745655","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","28","46","2","2019"
"4021","ACTIVO","HOTEL LA PERLA MONTERIA","CORDOBA","23","MONTERIA","23001","1067950687","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","45","1","2019"
"4023","ACTIVO","HOTEL INTERAMERICANO","ATLANTICO","8","BARRANQUILLA","8001","22408067","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","39","52","3","2019"
"4024","ACTIVO","HOTEL KIMARI","CORDOBA","23","MONTERIA","23001","812001564","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","72","147","1","2019"
"4029","ACTIVO","HOTEL ALMIRANTE","SANTANDER","68","BUCARAMANGA","68001","63333878","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","32","40","8","2019"
"4034","ACTIVO","HACIENDA ECOHOTEL LOS LAGOS","RISARALDA","66","MARSELLA","66440","800193546","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","81","1","2019"
"4041","ACTIVO","HOTEL LUXOR HOTEL","NORTE DE SANTANDER","54","CUCUTA","54001","900581078","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","44","88","8","2019"
"4042","ACTIVO","HOTEL SAN ANTONIO PLAZA","VALLE DEL CAUCA","76","CALI","76001","14894508","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","23","29","6","2019"
"4046","ACTIVO","HOTEL EXELSIOR CAFE RESTAURANTE RANSIS","NORTE DE SANTANDER","54","CUCUTA","54001","900390620","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","25","43","1","2019"
"4054","ACTIVO","CASONA DEL PATIO","BOGOTA","11","BOGOTA D.C.","11001","860055004","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","68","11","2019"
"4061","ACTIVO","JIREH TRAVEL","ATLANTICO","8","BARRANQUILLA","8001","802006617","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","28","2019"
"4067","ACTIVO","HOTEL CABAÃ‘A LOS ARRAYANES","BOYACA","15","MONIQUIRA","15469","860036130","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","40","98","1","2019"
"4071","ACTIVO","RUITOQUE GOLF COUNTRY CLUB","SANTANDER","68","PIEDECUESTA","68547","830514070","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","4","16","1","2019"
"4074","ACTIVO","HOTEL YIVINACA","ATLANTICO","8","BARRANQUILLA","8001","900753488","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","37","37","3","2019"
"4076","ACTIVO","TURISMO EL GLOBO","BOGOTA","11","BOGOTA D.C.","11001","860501921","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","14","2019"
"4077","ACTIVO","HOTEL GUANE","SANTANDER","68","BUCARAMANGA","68001","901164806","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","50","80","13","2019"
"4088","ACTIVO","SUITES REAL 97","BOGOTA","11","BOGOTA D.C.","11001","860019004","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","66","132","14","2019"
"4090","ACTIVO","VIAJES DACAR - AGENCIA DE VIAJES MAYORISTA","NORTE DE SANTANDER","54","CUCUTA","54001","807003581","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","10","2019"
"4104","ACTIVO","LA MELISSA","CALDAS","17","LA DORADA","17380","31398514","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","39","63","48","2019"
"4109","ACTIVO","JLR OFI ATS","BOGOTA","11","BOGOTA D.C.","11001","830038520","EMPRESAS DE TIEMPO COMPARTIDO Y MULTIPROPIEDAD","PROMOTORA","0","0","1","2019"
"4111","ACTIVO","ESTACION TURISTICA BARRA LOS PINOS.","BOLIVAR","13","CARTAGENA","13001","17122833","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","2","2019"
"4112","ACTIVO","HOTEL DEL TURISMO","RISARALDA","66","SANTA ROSA DE CABAL","66682","75090135","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","10","20","3","2019"
"4114","ACTIVO","HOTEL CASONA REAL","RISARALDA","66","SANTA ROSA DE CABAL","66682","25174859","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","12","24","3","2019"
"4115","ACTIVO","HOTEL HACIENDA BALANDU","ANTIOQUIA","5","JARDIN","5364","890900842","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","60","30","2019"
"4117","ACTIVO","CENTRO RECREACIONAL DOS QUEBRADAS","SANTANDER","68","SAN GIL","68679","5743550","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","25","69","6","2019"
"4118","ACTIVO","HOTEL MAGEBA","ANTIOQUIA","5","MEDELLIN","5001","32240364","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","48","1","2019"
"4122","ACTIVO","EQUIRENT MEDELLIN","ANTIOQUIA","5","MEDELLIN","5001","800204462","ARRENDADORES DE VEHÍCULOS PARA TURISMO NACIONAL E INTERNACIONAL","ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL","0","0","6","2019"
"4127","ACTIVO","CENTRO VACACIONAL LAGO CALIMA","VALLE DEL CAUCA","76","CALIMA (DARIEN)","76126","890303208","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","90","424","35","2019"
"4128","ACTIVO","HOTEL DE TURISMO DE SILVIA CAUCA","CAUCA","19","SILVIA","19743","890303208","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","27","67","4","2019"
"4131","ACTIVO","HOSTERIA COCONUCO","CAUCA","19","PURACE (COCONUCOS)","19585","890303208","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","88","6","2019"
"4140","ACTIVO","SANTUR L'ALIANXA","SANTANDER","68","BUCARAMANGA","68001","890203129","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4152","ACTIVO","ECOHOTEL LA CASONA","RISARALDA","66","PEREIRA","66001","891412140","VIVIENDAS TURÍSTICAS","FINCAS TURÍSTICAS (ALOJAMIENTO RURAL)","29","95","0","2019"
"4154","ACTIVO","HOTEL GRANATE","MAGDALENA","47","SANTA MARTA","47001","12531606","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","23","39","3","2019"
"4155","ACTIVO","HOSTAL MODELIA","BOGOTA","11","BOGOTA D.C.","11001","41547273","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOSTAL","3","5","1","2019"
"4159","ACTIVO","STAR TOURS","VALLE DEL CAUCA","76","CALI","76001","805011999","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","18","2019"
"4164","ACTIVO","MARRERO VIAJES Y TURISMO LTDA","BOGOTA","11","BOGOTA D.C.","11001","830008963","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4165","ACTIVO","AEROVIAJES LUMAR LTDA","BOGOTA","11","BOGOTA D.C.","11001","830004565","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"4168","ACTIVO","VIAJES IBEROLUNA SAS","BOGOTA","11","BOGOTA D.C.","11001","830008421","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","19","2019"
"4173","ACTIVO","AGENCIA DE VIAJES Y TURISMO AVOLAR LTDA","SANTANDER","68","BUCARAMANGA","68001","804006941","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4175","ACTIVO","HOSPEDERIA CASA FAMILIAR","MAGDALENA","47","SANTA MARTA","47001","19190871","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOSTAL","21","45","1","2019"
"4177","ACTIVO","HOTEL MONTERREY","ATLANTICO","8","BARRANQUILLA","8001","39431720","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","40","50","13","2019"
"4182","ACTIVO","HOTEL DINASTIA REAL","HUILA","41","NEIVA","41001","813003246","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","70","8","2019"
"4183","ACTIVO","HOTEL MIRAMARI","SANTANDER","68","SAN GIL","68679","37896973","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","15","30","4","2019"
"4187","ACTIVO","HOTEL APARTAMENTOS TAYRONA","ANTIOQUIA","5","PUERTO BERRIO","5579","32430040","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","23","37","3","2019"
"4192","ACTIVO","AGENCIA DE VIAJES Y TURISMO GOLD TOUR SAS","BOGOTA","11","BOGOTA D.C.","11001","800212545","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","15","2019"
"4194","ACTIVO","PROMOTORA DE TURISMO PROMOTUR","SANTANDER","68","BUCARAMANGA","68001","804001225","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4196","ACTIVO","VIAJES Y TURISMO MUNDIALES","MAGDALENA","47","SANTA MARTA","47001","800164453","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","4","2019"
"4201","ACTIVO","FINCA CAFETERA EL BALSO","QUINDIO","63","ARMENIA","63001","24286228","VIVIENDAS TURÍSTICAS","FINCAS TURÍSTICAS (ALOJAMIENTO RURAL)","5","9","0","2019"
"4203","ACTIVO","LOS VINEDOS DE GETSEMANI S.A.","VALLE DEL CAUCA","76","LA UNION","76400","800108902","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","41","90","38","2019"
"4207","ACTIVO","HOTEL CABANAS EL PORTON","BOYACA","15","PAIPA","15516","891856135","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","71","1","2019"
"4212","ACTIVO","HOTEL BOSTON.","SUCRE","70","SINCELEJO","70001","800233841","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","42","64","15","2019"
"4230","ACTIVO","KARIBE CHARTER`S","META","50","VILLAVICENCIO","50001","822002558","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4232","ACTIVO","HOTEL EMBAJADOR","BOGOTA","11","BOGOTA D.C.","11001","2906520","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","37","42","5","2019"
"4239","ACTIVO","CHAMANA HOTEL","VALLE DEL CAUCA","76","CAICEDONIA","76122","891903658","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","20","38","9","2019"
"4241","ACTIVO","HOTEL KUALAMANA CAFAM","TOLIMA","73","MELGAR","73449","860013570","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","155","332","39","2019"
"4243","ACTIVO","HOTEL KUALAMANA CAFAM","TOLIMA","73","MELGAR","73449","860013570","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","0","0","1","2019"
"4244","ACTIVO","CHARLESTON CARTAGENA","BOLIVAR","13","CARTAGENA","13001","830032945","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","87","98","160","2019"
"4245","ACTIVO","TOUR COLOMBIA","CALDAS","17","MANIZALES","17001","43032853","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","1","2019"
"4246","ACTIVO","HOTEL ALMIRANTE CAFAM","TOLIMA","73","MELGAR","73449","860013570","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","76","174","19","2019"
"4248","ACTIVO","CENTRO VACACIONAL CAMPOALEGRE - CAJASAN","SANTANDER","68","PIEDECUESTA","68547","890200106","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","CENTRO VACACIONAL","13","56","3","2019"
"4250","ACTIVO","TATIVAN HOTEL","CESAR","20","VALLEDUPAR","20001","800242657","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","66","98","50","2019"
"4253","ACTIVO","HOTEL CARIBE.","BOLIVAR","13","CARTAGENA","13001","890404970","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","363","960","272","2019"
"4254","ACTIVO","HOTEL TEQUENDAMA","RISARALDA","66","PEREIRA","66001","10100273","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","9","14","1","2019"
"4255","ACTIVO","HOTEL MONTERREY.","BOLIVAR","13","CARTAGENA","13001","900244455","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","35","30","2019"
"4256","ACTIVO","FINCA BUEVAVISTA ECO Y AGROTURISMO","QUINDIO","63","MONTENEGRO","63470","24484603","VIVIENDAS TURÍSTICAS","FINCAS TURÍSTICAS (ALOJAMIENTO RURAL)","6","12","0","2019"
"4259","ACTIVO","HOTEL LAS NIEVES","SANTANDER","68","GIRON","68307","28148277","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","25","77","6","2019"
"4262","ACTIVO","RETIRO 84 APARTASUTES","BOGOTA","11","BOGOTA D.C.","11001","830508369","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","16","16","2","2019"
"4265","ACTIVO","HOTEL REAL","NORTE DE SANTANDER","54","OCAÃ‘A","54498","27755137","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","27","45","5","2019"
"4267","ACTIVO","HOTEL CAQUETA REAL HSC","CAQUETA","18","FLORENCIA","18001","900942764","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","40","70","23","2019"
"4275","ACTIVO","HOTEL COMERCIAL","RISARALDA","66","PEREIRA","66001","1088302120","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","60","110","1","2019"
"4277","ACTIVO","CASAS VACACIONALES CAFAM","TOLIMA","73","MELGAR","73449","860013570","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","313","2244","78","2019"
"4285","ACTIVO","MONSERRAT SPA VITAL","BOGOTA","11","BOGOTA D.C.","11001","900099540","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","41","60","12","2019"
"4289","ACTIVO","HOTEL CAMPO-MAR","SUCRE","70","TOLU","70820","42889898","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","64","190","16","2019"
"4290","ACTIVO","HOTEL EL VELERO","VALLE DEL CAUCA","76","BUENAVENTURA","76109","6159485","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","52","62","7","2019"
"4302","ACTIVO","HOTEL ZOROCAN","NARIÑO","52","PASTO","52001","27532236","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","18","42","2","2019"
"4303","ACTIVO","HOTEL PRADO 72","ATLANTICO","8","BARRANQUILLA","8001","802022443","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","58","100","72","2019"
"4308","ACTIVO","HOTEL MEDELLIN","MAGDALENA","47","SANTA MARTA","47001","85477783","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","12","40","4","2019"
"4309","ACTIVO","ECOLODGE EL ALMEJAL S.A.S.","CHOCO","27","BAHIA SOLANO","27075","891600152","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","12","40","8","2019"
"4312","ACTIVO","HOTEL EL EDEN","CALDAS","17","MANIZALES","17001","17168776","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","15","21","4","2019"
"4313","ACTIVO","HOSTAL LA POSADA DEL CAFE","QUINDIO","63","SALENTO","63690","24941379","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOSTAL","6","12","2","2019"
"4322","ACTIVO","HOTEL ROCAMAR","MAGDALENA","47","SANTA MARTA","47001","891702942","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","16","30","2","2019"
"4326","ACTIVO","HOTEL LA MANSION DEL MARQUEZ","SANTANDER","68","BUCARAMANGA","68001","1097304001","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","18","21","5","2019"
"4331","ACTIVO","HOTEL CACIQUE T.","CORDOBA","23","CERETE","23162","800144234","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","32","76","2","2019"
"4334","ACTIVO","HOTEL OICATA","BOYACA","15","DUITAMA","15238","891856094","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","42","81","10","2019"
"4336","ACTIVO","HOTEL TEUSACA AC","BOGOTA","11","BOGOTA D.C.","11001","12559535","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","36","3","2019"
"4338","ACTIVO","LOS DELFINES HOSPEDAJE","AMAZONAS","91","LETICIA","91001","1628721","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","6","18","1","2019"
"4342","ACTIVO","HOTEL EGINA MEDELLIN","ANTIOQUIA","5","MEDELLIN","5001","800248472","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","65","81","20","2019"
"4343","ACTIVO","HOTEL PALERMO","VALLE DEL CAUCA","76","BUENAVENTURA","76109","6159485","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","46","67","7","2019"
"4351","ACTIVO","HOTEL EGINA BOGOTA","BOGOTA","11","BOGOTA D.C.","11001","800248472","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","44","46","21","2019"
"4355","ACTIVO","HOTEL FONTIBON","BOGOTA","11","BOGOTA D.C.","11001","830121908","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","85","135","15","2019"
"4358","ACTIVO","HOTEL SAN NICOLAS PLAZA","TOLIMA","73","MELGAR","73449","830135020","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","52","8","2019"
"4360","ACTIVO","CENTRO VACACIONAL LAGOSOL","CUNDINAMARCA","25","NILO","25488","860066942","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","136","400","257","2019"
"4361","ACTIVO","HOTEL MORGAN NO. 1","SANTANDER","68","BUCARAMANGA","68001","28339371","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","18","30","5","2019"
"4362","ACTIVO","HOTEL LAS DOS PALMAS","GUAJIRA","44","RIOHACHA","44001","800190729","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","19","49","2","2019"
"4365","ACTIVO","HOTEL LOS TUNJOS","RISARALDA","66","PEREIRA","66001","1088278492","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","22","39","3","2019"
"4372","ACTIVO","HOTEL MI CASITA","RISARALDA","66","PEREIRA","66001","31895362","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","17","40","4","2019"
